@Version:0.9.1
@SampleID:gsa

@@SEQUENCEID	BINID	TAXID
RM2|P|C34830	1030776	1123232
RM2|P|C59853	1030776	1123232
RM2|P|C45644	1030776	1123232
RM2|P|C50608	1030776	1123232
RM2|P|C43960	1030776	1123232
RM2|P|C16762	1030776	1123232
RM2|P|C46083	1030776	1123232
RM2|P|C16062	1030776	1123232
RM2|P|C52225	1030776	1123232
RM2|P|C53529	1030776	1123232
RM2|P|C56365	1030776	1123232
RM2|P|C46003	1030776	1123232
RM2|P|C52044	1030776	1123232
RM2|P|C46687	1030776	1123232
RM2|P|C54952	1030776	1123232
RM2|P|C9163	1030776	1123232
RM2|P|C45658	1030776	1123232
RM2|P|C44483	1030776	1123232
RM2|P|C37979	1030776	1123232
RM2|P|C24741	1030776	1123232
RM2|P|C5997	1030776	1123232
RM2|P|C494	1030776	1123232
RM2|P|C29677	1030776	1123232
RM2|P|C58635	1030776	1123232
RM2|P|C57125	1030776	1123232
RM2|P|C24863	1030776	1123232
RM2|P|C62544	1030776	1123232
RM2|P|C16837	1030776	1123232
RM2|P|C9285	1030776	1123232
RM2|P|C37070	1030776	1123232
RM2|P|C53886	1030776	1123232
RM2|P|C24751	1030776	1123232
RM2|P|C5735	1030776	1123232
RM2|P|C37625	1030776	1123232
RM2|P|C25696	1030776	1123232
RM2|P|C4728	1030776	1123232
RM2|P|C46965	1030776	1123232
RM2|P|C37476	1030776	1123232
RM2|P|C47125	1030776	1123232
RM2|P|C16019	1030776	1123232
RM2|P|C49332	1030776	1123232
RM2|P|C25674	1030776	1123232
RM2|P|C7884	1030776	1123232
RM2|P|C33277	1030776	1123232
RM2|P|C28643	1030776	1123232
RM2|P|C29511	1030776	1123232
RM2|P|C29179	1030776	1123232
RM2|P|C33890	1030776	1123232
RM2|P|C58063	1030776	1123232
RM2|P|C61829	1030776	1123232
RM2|P|C52398	1030776	1123232
RM2|P|C36776	1030776	1123232
RM2|P|C6261	1030776	1123232
RM2|P|C50925	1030776	1123232
RM2|P|C6998	1030776	1123232
RM2|P|C6942	1030776	1123232
RM2|P|C6964	1030776	1123232
RM2|P|C3226	1030776	1123232
RM2|P|C20183	1030776	1123232
RM2|P|C37311	1030776	1123232
RM2|P|C46910	1030776	1123232
RM2|P|C18859	1030776	1123232
RM2|P|C1259	1030776	1123232
RM2|P|C2665	1030776	1123232
RM2|P|C25964	1030776	1123232
RM2|P|C8298	1030776	1123232
RM2|P|C54278	1030776	1123232
RM2|P|C43578	1030776	1123232
RM2|P|C35475	1030776	1123232
RM2|P|C19274	1030776	1123232
RM2|P|C4166	1030776	1123232
RM2|P|C21450	1030776	1123232
RM2|P|C32333	1030776	1123232
RM2|P|C43675	1030776	1123232
RM2|P|C54473	1030776	1123232
RM2|P|C29173	1030776	1123232
RM2|P|C27688	1030776	1123232
RM2|P|C26961	1030776	1123232
RM2|P|C28846	1030776	1123232
RM2|P|C23941	1030776	1123232
RM2|P|C29527	1030776	1123232
RM2|P|C54559	1030776	1123232
RM2|P|C58192	1030776	1123232
RM2|P|C59590	1030776	1123232
RM2|P|C41920	1030776	1123232
RM2|P|C38093	1030776	1123232
RM2|P|C29161	1030776	1123232
RM2|P|C1538	1030776	1123232
RM2|P|C31777	1030776	1123232
RM2|P|C11314	1030776	1123232
RM2|P|C21001	1030776	1123232
RM2|P|C23007	1030776	1123232
RM2|P|C15354	1030776	1123232
RM2|P|C49607	1030776	1123232
RM2|P|C57897	1030776	1123232
RM2|P|C51892	1030776	1123232
RM2|P|C53011	1030776	1123232
RM2|P|C2132	1030776	1123232
RM2|P|C13191	1030776	1123232
RM2|P|C43294	1030776	1123232
RM2|P|C7872	1030776	1123232
RM2|P|C37213	1030776	1123232
RM2|P|C30898	1030776	1123232
RM2|P|C41904	1030776	1123232
RM2|P|C41936	1030776	1123232
RM2|P|C44901	1030776	1123232
RM2|P|C59960	1030776	1123232
RM2|P|C38191	1030776	1123232
RM2|P|C52949	1030776	1123232
RM2|P|C36532	1030776	1123232
RM2|P|C22525	1030776	1123232
RM2|P|C4229	1030776	1123232
RM2|P|C4288	1030776	1123232
RM2|P|C3411	1030776	1123232
RM2|P|C4904	1030776	1123232
RM2|P|C51216	1030776	1123232
RM2|P|C17592	1030776	1123232
RM2|P|C8800	1030776	1123232
RM2|P|C14280	1030776	1123232
RM2|P|C62352	1030776	1123232
RM2|P|C56092	1030776	1123232
RM2|P|C54736	1030776	1123232
RM2|P|C51598	1030776	1123232
RM2|P|C39584	1030776	1123232
RM2|P|C33192	1030776	1123232
RM2|P|C3337	1030776	1123232
RM2|P|C1387	1030776	1123232
RM2|P|C1388	1030776	1123232
RM2|P|C32559	1030776	1123232
RM2|P|C38367	1030776	1123232
RM2|P|C46920	1030776	1123232
RM2|P|C56476	1030776	1123232
RM2|P|C22121	1030776	1123232
RM2|P|C23544	1030776	1123232
RM2|P|C52084	1030776	1123232
RM2|P|C54606	1030776	1123232
RM2|P|C20224	1030776	1123232
RM2|P|C54228	1030776	1123232
RM2|P|C26894	1030776	1123232
RM2|P|C338	1030776	1123232
RM2|P|C18480	1030776	1123232
RM2|P|C34415	1030776	1123232
RM2|P|C6200	1030776	1123232
RM2|P|C13200	1030776	1123232
RM2|P|C56266	1030776	1123232
RM2|P|C42335	1030776	1123232
RM2|P|C52975	1030776	1123232
RM2|P|C11197	1030776	1123232
RM2|P|C6605	1030776	1123232
RM2|P|C43391	1030776	1123232
RM2|P|C6746	1030776	1123232
RM2|P|C58300	1030776	1123232
RM2|P|C47309	1030776	1123232
RM2|P|C6796	1030776	1123232
RM2|P|C4222	1030776	1123232
RM2|P|C7745	1030776	1123232
RM2|P|C14337	1030776	1123232
RM2|P|C20426	1030776	1123232
RM2|P|C49219	1030776	1123232
RM2|P|C34686	1030776	1123232
RM2|P|C51381	1030776	1123232
RM2|P|C30624	1030776	1123232
RM2|P|C54528	1030776	1123232
RM2|P|C16764	1030776	1123232
RM2|P|C7435	1030776	1123232
RM2|P|C41571	1030776	1123232
RM2|P|C52042	1030776	1123232
RM2|P|C57106	1030776	1123232
RM2|P|C60579	1030776	1123232
RM2|P|C11526	1030776	1123232
RM2|P|C60991	1030776	1123232
RM2|P|C8392	1030776	1123232
RM2|P|C5235	1030776	1123232
RM2|P|C38079	1030776	1123232
RM2|P|C32715	1030776	1123232
RM2|P|C46515	1030776	1123232
RM2|P|C54623	1030776	1123232
RM2|P|C49166	1030776	1123232
RM2|P|C58732	1030776	1123232
RM2|P|C56776	1030776	1123232
RM2|P|C42787	1030776	1123232
RM2|P|C23342	1030776	1123232
RM2|P|C1801	1030776	1123232
RM2|P|C60386	1030776	1123232
RM2|P|C59731	1030776	1123232
RM2|P|C41520	1030776	1123232
RM2|P|C58624	1030776	1123232
RM2|P|C49895	1030776	1123232
RM2|P|C30053	1030776	1123232
RM2|P|C39169	1030776	1123232
RM2|P|C9819	1030776	1123232
RM2|P|C45860	1030776	1123232
RM2|P|C62945	1030776	1123232
RM2|P|C52920	1030776	1123232
RM2|P|C26672	1030776	1123232
RM2|P|C36365	1030776	1123232
RM2|P|C1579	1030776	1123232
RM2|P|C58452	1030776	1123232
RM2|P|C60578	1030776	1123232
RM2|P|C29827	1030776	1123232
RM2|P|C58089	1030776	1123232
RM2|P|C60777	1030776	1123232
RM2|P|C53716	1030776	1123232
RM2|P|C55278	1030776	1123232
RM2|P|C39697	1030776	1123232
RM2|P|C33178	1030776	1123232
RM2|P|C20731	1030776	1123232
RM2|P|C59986	1030776	1123232
RM2|P|C31906	1030776	1123232
RM2|P|C5876	1030776	1123232
RM2|P|C10324	1030776	1123232
RM2|P|C23894	1030776	1123232
RM2|P|C705	1030776	1123232
RM2|P|C29703	1030776	1123232
RM2|P|C59049	1030776	1123232
RM2|P|C32640	1030776	1123232
RM2|P|C45416	1030776	1123232
RM2|P|C4764	1030776	1123232
RM2|P|C57573	1030776	1123232
RM2|P|C28093	1030776	1123232
RM2|P|C14804	1030776	1123232
RM2|P|C34897	1030776	1123232
RM2|P|C21116	1030776	1123232
RM2|P|C3288	1030776	1123232
RM2|P|C14878	1030776	1123232
RM2|P|C10014	1030776	1123232
RM2|P|C23104	1030776	1123232
RM2|P|C38820	1030776	1123232
RM2|P|C63420	1030776	1123232
RM2|P|C16378	1030776	1123232
RM2|P|C56027	1030776	1123232
RM2|P|C61684	1030776	1123232
RM2|P|C11775	1030776	1123232
RM2|P|C26163	1030776	1123232
RM2|P|C10822	1030776	1123232
RM2|P|C8475	1030776	1123232
RM2|P|C5396	1030776	1123232
RM2|P|C21426	1030776	1123232
RM2|P|C1155	1030776	1123232
RM2|P|C36229	1030776	1123232
RM2|P|C22654	1030776	1123232
RM2|P|C45683	1030776	1123232
RM2|P|C35642	1030776	1123232
RM2|P|C54465	1030776	1123232
RM2|P|C27641	1030776	1123232
RM2|P|C33497	1030776	1123232
RM2|P|C28989	1030776	1123232
RM2|P|C28243	1030776	1123232
RM2|P|C50000	1030776	1123232
RM2|P|C32893	1030776	1123232
RM2|P|C50460	1030776	1123232
RM2|P|C29006	1030776	1123232
RM2|P|C55400	1030776	1123232
RM2|P|C48716	1030776	1123232
RM2|P|C35538	1030776	1123232
RM2|P|C19511	1030776	1123232
RM2|P|C27875	1030776	1123232
RM2|P|C41683	1030776	1123232
RM2|P|C47952	1030776	1123232
RM2|P|C48661	1030776	1123232
RM2|P|C60321	1030776	1123232
RM2|P|C20121	1030776	1123232
RM2|P|C42510	1030776	1123232
RM2|P|C36724	1030776	1123232
RM2|P|C61299	1030776	1123232
RM2|P|C48699	1030776	1123232
RM2|P|C60286	1030776	1123232
RM2|P|C54664	1030776	1123232
RM2|P|C32516	1030776	1123232
RM2|P|C40510	1030776	1123232
RM2|P|C26030	1030776	1123232
RM2|P|C24385	1030776	1123232
RM2|P|C61074	1030776	1123232
RM2|P|C18727	1030776	1123232
RM2|P|C21147	1030776	1123232
RM2|P|C7894	1030776	1123232
RM2|P|C29301	1030776	1123232
RM2|P|C28228	1030776	1123232
RM2|P|C37512	1030776	1123232
RM2|P|C22829	1030776	1123232
RM2|P|C18008	1030776	1123232
RM2|P|C63013	1030776	1123232
RM2|P|C52757	1030776	1123232
RM2|P|C39927	1030776	1123232
RM2|P|C22105	1030776	1123232
RM2|P|C51284	1030776	1123232
RM2|P|C31044	1030776	1123232
RM2|P|C13697	1030776	1123232
RM2|P|C24904	1030776	1123232
RM2|P|C20825	1030776	1123232
RM2|P|C46819	1030776	1123232
RM2|P|C21674	1030776	1123232
RM2|P|C37479	1030776	1123232
RM2|P|C11073	1030776	1123232
RM2|P|C24270	1030776	1123232
RM2|P|C25853	1030776	1123232
RM2|P|C24384	1030776	1123232
RM2|P|C34308	1030776	1123232
RM2|P|C53953	1030776	1123232
RM2|P|C55707	1030776	1123232
RM2|P|C2725	1030776	1123232
RM2|P|C39361	1030776	1123232
RM2|P|C31010	1030776	1123232
RM2|P|C61169	1030776	1123232
RM2|P|C39474	1030776	1123232
RM2|P|C5582	1030776	1123232
RM2|P|C50027	1030776	1123232
RM2|P|C23144	1030776	1123232
RM2|P|C50780	1030776	1123232
RM2|P|C25393	1030776	1123232
RM2|P|C24575	1030776	1123232
RM2|P|C49206	1030776	1123232
RM2|P|C38750	1030776	1123232
RM2|P|C49888	1030776	1123232
RM2|P|C36154	1030776	1123232
RM2|P|C25569	1030776	1123232
RM2|P|C19728	1030776	1123232
RM2|P|C39640	1030776	1123232
RM2|P|C50344	1030776	1123232
RM2|P|C44129	1030776	1123232
RM2|P|C24081	1030776	1123232
RM2|P|C36240	1030776	1123232
RM2|P|C53472	1030776	1123232
RM2|P|C57586	1030776	1123232
RM2|P|C46501	1030776	1123232
RM2|P|C9227	1030776	1123232
RM2|P|C55155	1030776	1123232
RM2|P|C55251	1030776	1123232
RM2|P|C8351	1030776	1123232
RM2|P|C47542	1030776	1123232
RM2|P|C28909	1030776	1123232
RM2|P|C39770	1030776	1123232
RM2|P|C60807	1030776	1123232
RM2|P|C50424	1030776	1123232
RM2|P|C19132	1030776	1123232
RM2|P|C7272	1030776	1123232
RM2|P|C36924	1030776	1123232
RM2|P|C16688	1030776	1123232
RM2|P|C6415	1030776	1123232
RM2|P|C696	1030776	1123232
RM2|P|C1300	1030776	1123232
RM2|P|C5994	1030776	1123232
RM2|P|C14239	1030776	1123232
RM2|P|C42376	1030776	1123232
RM2|P|C44675	1030776	1123232
RM2|P|C28210	1030776	1123232
RM2|P|C52047	1030776	1123232
RM2|P|C44443	1030776	1123232
RM2|P|C22883	1030776	1123232
RM2|P|C46350	1030776	1123232
RM2|P|C55835	1030776	1123232
RM2|P|C1522	1030776	1123232
RM2|P|C1886	1030776	1123232
RM2|P|C57918	1030776	1123232
RM2|P|C6582	1030776	1123232
RM2|P|C53362	1030776	1123232
RM2|P|C60052	1030776	1123232
RM2|P|C42943	1030776	1123232
RM2|P|C58901	1030776	1123232
RM2|P|C61383	1030776	1123232
RM2|P|C14994	1030776	1123232
RM2|P|C57794	1030776	1123232
RM2|P|C22652	1030776	1123232
RM2|P|C27079	1030776	1123232
RM2|P|C44055	1030776	1123232
RM2|P|C16387	1030776	1123232
RM2|P|C17105	1030776	1123232
RM2|P|C31967	1030776	1123232
RM2|P|C8967	1030776	1123232
RM2|P|C20033	1030776	1123232
RM2|P|C44093	1030776	1123232
RM2|P|C121	1030776	1123232
RM2|P|C60159	1030776	1123232
RM2|P|C24113	1030776	1123232
RM2|P|C15442	1030776	1123232
RM2|P|C51533	1030776	1123232
RM2|P|C38846	1030776	1123232
RM2|P|C27475	1030776	1123232
RM2|P|C44087	1030776	1123232
RM2|P|C36519	1030776	1123232
RM2|P|C18645	1030776	1123232
RM2|P|C13582	1030776	1123232
RM2|P|C13454	1030776	1123232
RM2|P|C31047	1030776	1123232
RM2|P|C44610	1030776	1123232
RM2|P|C18234	1030776	1123232
RM2|P|C48260	1030776	1123232
RM2|P|C54376	1030776	1123232
RM2|P|C3185	1030776	1123232
RM2|P|C3278	1030776	1123232
RM2|P|C56429	1030776	1123232
RM2|P|C30809	1030776	1123232
RM2|P|C25578	1030776	1123232
RM2|P|C18191	1030776	1123232
RM2|P|C2798	1030776	1123232
RM2|P|C37842	1030776	1123232
RM2|P|C13748	1030776	1123232
RM2|P|C42844	1030776	1123232
RM2|P|C21220	1030776	1123232
RM2|P|C25216	1030776	1123232
RM2|P|C17029	1030776	1123232
RM2|P|C17530	1030776	1123232
RM2|P|C27137	1030776	1123232
RM2|P|C27337	1030776	1123232
RM2|P|C48849	1030776	1123232
RM2|P|C42496	1030776	1123232
RM2|P|C57284	1030776	1123232
RM2|P|C48714	1030776	1123232
RM2|P|C43476	1030776	1123232
RM2|P|C35236	1030776	1123232
RM2|P|C58463	1030776	1123232
RM2|P|C37742	1030776	1123232
RM2|P|C61742	1030776	1123232
RM2|P|C13301	1030776	1123232
RM2|P|C10886	1030776	1123232
RM2|P|C61216	1030776	1123232
RM2|P|C3067	1030776	1123232
RM2|P|C55712	1030776	1123232
RM2|P|C51025	1030776	1123232
RM2|P|C51502	1030776	1123232
RM2|P|C23148	1030776	1123232
RM2|P|C30724	1030776	1123232
RM2|P|C45434	1030776	1123232
RM2|P|C10538	1030776	1123232
RM2|P|C1845	1030776	1123232
RM2|P|C6852	1030776	1123232
RM2|P|C16203	1030776	1123232
RM2|P|C32346	1030776	1123232
RM2|P|C36192	1030776	1123232
RM2|P|C19205	1030776	1123232
RM2|P|C15552	1030776	1123232
RM2|P|C6917	1030776	1123232
RM2|P|C35051	1030776	1123232
RM2|P|C61952	1030776	1123232
RM2|P|C54884	1030776	1123232
RM2|P|C50607	1030776	1123232
RM2|P|C25881	1030776	1123232
RM2|P|C59258	1030776	1123232
RM2|P|C58751	1030776	1123232
RM2|P|C47913	1030776	1123232
RM2|P|C58528	1030776	1123232
RM2|P|C19909	1030776	1123232
RM2|P|C33972	1030776	1123232
RM2|P|C1544	1030776	1123232
RM2|P|C51283	1030776	1123232
RM2|P|C29995	1030776	1123232
RM2|P|C6562	1030776	1123232
RM2|P|C62180	1030776	1123232
RM2|P|C48688	1030776	1123232
RM2|P|C4372	1030776	1123232
RM2|P|C2363	1030776	1123232
RM2|P|C50865	1030776	1123232
RM2|P|C10693	1030776	1123232
RM2|P|C6209	1030776	1123232
RM2|P|C62069	1030776	1123232
RM2|P|C31368	1030776	1123232
RM2|P|C55871	1030776	1123232
RM2|P|C28145	1030776	1123232
RM2|P|C26633	1030776	1123232
RM2|P|C4968	1030776	1123232
RM2|P|C24777	1030776	1123232
RM2|P|C42832	1030776	1123232
RM2|P|C27448	1030776	1123232
RM2|P|C25640	1030776	1123232
RM2|P|C34064	1030776	1123232
RM2|P|C2747	1030776	1123232
RM2|P|C22840	1030776	1123232
RM2|P|C23024	1030776	1123232
RM2|P|C45125	1030776	1123232
RM2|P|C49744	1030776	1123232
RM2|P|C36471	1030776	1123232
RM2|P|C41443	1030776	1123232
RM2|P|C13568	1030776	1123232
RM2|P|C9603	1030776	1123232
RM2|P|C59100	1030776	1123232
RM2|P|C42881	1030776	1123232
RM2|P|C27565	1030776	1123232
RM2|P|C58895	1030776	1123232
RM2|P|C7103	1030776	1123232
RM2|P|C5153	1030776	1123232
RM2|P|C20268	1030776	1123232
RM2|P|C51311	1030776	1123232
RM2|P|C24590	1030776	1123232
RM2|P|C61914	1030776	1123232
RM2|P|C60778	1030776	1123232
RM2|P|C55996	1030776	1123232
RM2|P|C18378	1030776	1123232
RM2|P|C47996	1030776	1123232
RM2|P|C34117	1030776	1123232
RM2|P|C19874	1030776	1123232
RM2|P|C52639	1030776	1123232
RM2|P|C56460	1030776	1123232
RM2|P|C21610	1030776	1123232
RM2|P|C33791	1030776	1123232
RM2|P|C36914	1030776	1123232
RM2|P|C37010	1030776	1123232
RM2|P|C48364	1030776	1123232
RM2|P|C34132	1030776	1123232
RM2|P|C9949	1030776	1123232
RM2|P|C48575	1030776	1123232
RM2|P|C35823	1030776	1123232
RM2|P|C13894	1030776	1123232
RM2|P|C22884	1030776	1123232
RM2|P|C51152	1030776	1123232
RM2|P|C40486	1030776	1123232
RM2|P|C45969	1030776	1123232
RM2|P|C35267	1030776	1123232
RM2|P|C27701	1030776	1123232
RM2|P|C46365	1030776	1123232
RM2|P|C28713	1030776	1123232
RM2|P|C44168	1030776	1123232
RM2|P|C37017	1030776	1123232
RM2|P|C14748	1030776	1123232
RM2|P|C2141	1030776	1123232
RM2|P|C4769	1030776	1123232
RM2|P|C10944	1030776	1123232
RM2|P|C55913	1030776	1123232
RM2|P|C22644	1030776	1123232
RM2|P|C37141	1030776	1123232
RM2|P|C34651	1030776	1123232
RM2|P|C62518	1030776	1123232
RM2|P|C48864	1030776	1123232
RM2|P|C26837	1030776	1123232
RM2|P|C38129	1030776	1123232
RM2|P|C25509	1030776	1123232
RM2|P|C53624	1030776	1123232
RM2|P|C4779	1030776	1123232
RM2|P|C44092	1030776	1123232
RM2|P|C10157	1030776	1123232
RM2|P|C43284	1030776	1123232
RM2|P|C12562	1030776	1123232
RM2|P|C41753	1030776	1123232
RM2|P|C8228	1030776	1123232
RM2|P|C53871	1030776	1123232
RM2|P|C22737	1030776	1123232
RM2|P|C5767	1030776	1123232
RM2|P|C54226	1030776	1123232
RM2|P|C61862	1030776	1123232
RM2|P|C16786	1030776	1123232
RM2|P|C52474	1030776	1123232
RM2|P|C19817	1030776	1123232
RM2|P|C63437	1030776	1123232
RM2|P|C49143	1030776	1123232
RM2|P|C42981	1030776	1123232
RM2|P|C20226	1030776	1123232
RM2|P|C51549	1030776	1123232
RM2|P|C15754	1030776	1123232
RM2|P|C15232	1030776	1123232
RM2|P|C17064	1030776	1123232
RM2|P|C31662	1030776	1123232
RM2|P|C39537	1030776	1123232
RM2|P|C34392	1030776	1123232
RM2|P|C16857	1030776	1123232
RM2|P|C9542	1030776	1123232
RM2|P|C53058	1030776	1123232
RM2|P|C44482	1030776	1123232
RM2|P|C49777	1030776	1123232
RM2|P|C13558	1030776	1123232
RM2|P|C36294	1030776	1123232
RM2|P|C2250	1030776	1123232
RM2|P|C17172	1030776	1123232
RM2|P|C329	1030776	1123232
RM2|P|C55783	1030776	1123232
RM2|P|C7793	1030776	1123232
RM2|P|C23854	1030776	1123232
RM2|P|C36881	1030776	1123232
RM2|P|C41475	1030776	1123232
RM2|P|C42024	1030776	1123232
RM2|P|C44926	1030776	1123232
RM2|P|C63112	1030776	1123232
RM2|P|C29686	1030776	1123232
RM2|P|C14651	1030776	1123232
RM2|P|C24046	1030776	1123232
RM2|P|C51784	1030776	1123232
RM2|P|C56450	1030776	1123232
RM2|P|C18688	1030776	1123232
RM2|P|C39966	1030776	1123232
RM2|P|C25772	1030776	1123232
RM2|P|C4025	1030776	1123232
RM2|P|C63371	1030776	1123232
RM2|P|C10689	1030776	1123232
RM2|P|C8760	1030776	1123232
RM2|P|C46694	1030776	1123232
RM2|P|C46064	1030776	1123232
RM2|P|C43801	1030776	1123232
RM2|P|C59245	1030776	1123232
RM2|P|C17762	1030776	1123232
RM2|P|C22619	1030776	1123232
RM2|P|C9902	1030776	1123232
RM2|P|C19239	1030776	1123232
RM2|P|C6512	1030776	1123232
RM2|P|C14398	1030776	1123232
RM2|P|C35398	1030776	1123232
RM2|P|C32584	1030776	1123232
RM2|P|C16040	1030776	1123232
RM2|P|C62849	1030776	1123232
RM2|P|C6538	1030776	1123232
RM2|P|C29298	1030776	1123232
RM2|P|C3859	1030776	1123232
RM2|P|C35191	1030776	1123232
RM2|P|C26133	1030776	1123232
RM2|P|C42389	1030776	1123232
RM2|P|C30528	1030776	1123232
RM2|P|C22647	1030776	1123232
RM2|P|C37854	1030776	1123232
RM2|P|C60634	1030776	1123232
RM2|P|C11556	1030776	1123232
RM2|P|C37744	1030776	1123232
RM2|P|C35552	1030776	1123232
RM2|P|C45678	1030776	1123232
RM2|P|C60629	1030776	1123232
RM2|P|C38506	1030776	1123232
RM2|P|C53880	1030776	1123232
RM2|P|C44032	1030776	1123232
RM2|P|C48300	1030776	1123232
RM2|P|C34396	1030776	1123232
RM2|P|C59079	1030776	1123232
RM2|P|C33449	1030776	1123232
RM2|P|C11443	1030776	1123232
RM2|P|C45420	1030776	1123232
RM2|P|C8699	1030776	1123232
RM2|P|C39521	1030776	1123232
RM2|P|C52459	1030776	1123232
RM2|P|C49833	1030776	1123232
RM2|P|C62212	1030776	1123232
RM2|P|C31072	1030776	1123232
RM2|P|C30984	1030776	1123232
RM2|P|C27287	1030776	1123232
RM2|P|C3661	1030776	1123232
RM2|P|C46834	1030776	1123232
RM2|P|C61618	1030776	1123232
RM2|P|C41704	1030776	1123232
RM2|P|C45827	1030776	1123232
RM2|P|C49727	1030776	1123232
RM2|P|C40290	1030776	1123232
RM2|P|C16945	1030776	1123232
RM2|P|C29205	1030776	1123232
RM2|P|C19260	1030776	1123232
RM2|P|C59430	1030776	1123232
RM2|P|C35611	1030776	1123232
RM2|P|C23606	1030776	1123232
RM2|P|C11728	1030776	1123232
RM2|P|C62050	1030776	1123232
RM2|P|C11376	1030776	1123232
RM2|P|C10401	1030776	1123232
RM2|P|C9043	1030776	1123232
RM2|P|C54719	1030776	1123232
RM2|P|C14198	1030776	1123232
RM2|P|C61425	1030776	1123232
RM2|P|C8169	1030776	1123232
RM2|P|C2647	1030776	1123232
RM2|P|C7785	1030776	1123232
RM2|P|C4440	1030776	1123232
RM2|P|C56169	1030776	1123232
RM2|P|C4516	1030776	1123232
RM2|P|C17212	1030776	1123232
RM2|P|C9113	1030776	1123232
RM2|P|C54039	1030776	1123232
RM2|P|C59497	1030776	1123232
RM2|P|C28263	1030776	1123232
RM2|P|C38435	1030776	1123232
RM2|P|C52979	1030776	1123232
RM2|P|C39680	1030776	1123232
RM2|P|C60898	1030776	1123232
RM2|P|C40605	1030776	1123232
RM2|P|C27170	1030776	1123232
RM2|P|C46182	1030776	1123232
RM2|P|C1492	1030776	1123232
RM2|P|C12953	1030776	1123232
RM2|P|C30072	1030776	1123232
RM2|P|C39888	1030776	1123232
RM2|P|C23786	1030776	1123232
RM2|P|C21335	1030776	1123232
RM2|P|C53134	1030776	1123232
RM2|P|C36138	1030776	1123232
RM2|P|C9908	1030776	1123232
RM2|P|C27042	1030776	1123232
RM2|P|C44523	1030776	1123232
RM2|P|C6901	1030776	1123232
RM2|P|C21465	1030776	1123232
RM2|P|C26996	1030776	1123232
RM2|P|C577	1030776	1123232
RM2|P|C40855	1030776	1123232
RM2|P|C3720	1030776	1123232
RM2|P|C45831	1030776	1123232
RM2|P|C18400	1030776	1123232
RM2|P|C56865	1030776	1123232
RM2|P|C57833	1030776	1123232
RM2|P|C35268	1030776	1123232
RM2|P|C59448	1030776	1123232
RM2|P|C25326	1030776	1123232
RM2|P|C37397	1030776	1123232
RM2|P|C38908	1030776	1123232
RM2|P|C49626	1030776	1123232
RM2|P|C28301	1030776	1123232
RM2|P|C9489	1030776	1123232
RM2|P|C53651	1030776	1123232
RM2|P|C22653	1030776	1123232
RM2|P|C23677	1030776	1123232
RM2|P|C4157	1030776	1123232
RM2|P|C44852	1030776	1123232
RM2|P|C46827	1030776	1123232
RM2|P|C23733	1030776	1123232
RM2|P|C52435	1030776	1123232
RM2|P|C30236	1030776	1123232
RM2|P|C9354	1030776	1123232
RM2|P|C24523	1030776	1123232
RM2|P|C59142	1030776	1123232
RM2|P|C10290	1030776	1123232
RM2|P|C53911	1030776	1123232
RM2|P|C11086	1030776	1123232
RM2|P|C42537	1030776	1123232
RM2|P|C58297	1030776	1123232
RM2|P|C43495	1030776	1123232
RM2|P|C49944	1030776	1123232
RM2|P|C54464	1030776	1123232
RM2|P|C24457	1030776	1123232
RM2|P|C34905	1030776	1123232
RM2|P|C43718	1030776	1123232
RM2|P|C968	1030776	1123232
RM2|P|C52048	1030776	1123232
RM2|P|C24702	1030776	1123232
RM2|P|C13395	1030776	1123232
RM2|P|C10257	1030776	1123232
RM2|P|C62032	1030776	1123232
RM2|P|C8155	1030776	1123232
RM2|P|C26585	1030776	1123232
RM2|P|C18664	1030776	1123232
RM2|P|C12416	1030776	1123232
RM2|P|C21569	1030776	1123232
RM2|P|C38227	1030776	1123232
RM2|P|C4956	1030776	1123232
RM2|P|C21628	1030776	1123232
RM2|P|C32362	1030776	1123232
RM2|P|C42846	1030776	1123232
RM2|P|C25232	1030776	1123232
RM2|P|C430	1030776	1123232
RM2|P|C60868	1030776	1123232
RM2|P|C34011	1030776	1123232
RM2|P|C50597	1030776	1123232
RM2|P|C16439	1030776	1123232
RM2|P|C38438	1030776	1123232
RM2|P|C42084	1030776	1123232
RM2|P|C37770	1030776	1123232
RM2|P|C49407	1030776	1123232
RM2|P|C28573	1030776	1123232
RM2|P|C58955	1030776	1123232
RM2|P|C13373	1030776	1123232
RM2|P|C13804	1030776	1123232
RM2|P|C12457	1030776	1123232
RM2|P|C26999	1030776	1123232
RM2|P|C60609	1030776	1123232
RM2|P|C27361	1030776	1123232
RM2|P|C8240	1030776	1123232
RM2|P|C36066	1030776	1123232
RM2|P|C44714	1030776	1123232
RM2|P|C40571	1030776	1123232
RM2|P|C39288	1030776	1123232
RM2|P|C27748	1030776	1123232
RM2|P|C6771	1030776	1123232
RM2|P|C26344	1030776	1123232
RM2|P|C11992	1030776	1123232
RM2|P|C45819	1030776	1123232
RM2|P|C7361	1030776	1123232
RM2|P|C25525	1030776	1123232
RM2|P|C24169	1030776	1123232
RM2|P|C10247	1030776	1123232
RM2|P|C47262	1030776	1123232
RM2|P|C31050	1030776	1123232
RM2|P|C27833	1030776	1123232
RM2|P|C21746	1030776	1123232
RM2|P|C1112	1030776	1123232
RM2|P|C26310	1030776	1123232
RM2|P|C50875	1030776	1123232
RM2|P|C29933	1030776	1123232
RM2|P|C44755	1030776	1123232
